consumption_id,customer_id,consumption_date,compute_units_used,storage_gb_used,query_count
CONS-0058-0063,CUST-0058,2026-02-19,27228,13093,22571
CONS-0058-0064,CUST-0058,2026-04-15,15849,17180,34980
CONS-0058-0065,CUST-0058,2026-04-30,16347,15495,31034
CONS-0058-0066,CUST-0058,2026-04-23,10377,12825,26824
CONS-0058-0067,CUST-0058,2026-04-09,10705,35912,67344
CONS-0058-0068,CUST-0058,2026-05-03,14088,24620,47340
CONS-0059-0000,CUST-0059,2026-03-02,41870,416537,582675
CONS-0059-0001,CUST-0059,2026-05-05,53853,240691,205514
CONS-0059-0002,CUST-0059,2026-03-28,91208,412011,510902
CONS-0059-0003,CUST-0059,2026-02-24,52123,301763,292337
CONS-0059-0004,CUST-0059,2026-03-13,44747,317987,760821
CONS-0059-0005,CUST-0059,2026-02-28,21790,383033,888113
CONS-0059-0006,CUST-0059,2026-04-29,85557,485294,650531
CONS-0059-0007,CUST-0059,2026-02-14,41932,487903,549754
CONS-0059-0008,CUST-0059,2026-04-03,81495,95385,289331
CONS-0059-0009,CUST-0059,2026-04-16,65947,404921,889179
CONS-0059-0010,CUST-0059,2026-03-23,94518,50854,816808
CONS-0059-0011,CUST-0059,2026-04-07,98644,410839,879680
CONS-0059-0012,CUST-0059,2026-04-27,27789,437427,208440
CONS-0059-0013,CUST-0059,2026-03-22,27821,190766,403759
CONS-0059-0014,CUST-0059,2026-04-07,67289,137751,381759
CONS-0059-0015,CUST-0059,2026-04-08,44964,293074,667611
CONS-0059-0016,CUST-0059,2026-05-10,65925,368021,985496
CONS-0059-0017,CUST-0059,2026-02-21,90361,425661,590561
CONS-0059-0018,CUST-0059,2026-04-17,68404,482583,942066
CONS-0059-0019,CUST-0059,2026-03-12,55093,168967,501338
CONS-0059-0020,CUST-0059,2026-04-24,55061,204561,189625
CONS-0059-0021,CUST-0059,2026-02-15,22742,385699,941911
CONS-0059-0022,CUST-0059,2026-02-12,26949,124629,817215
CONS-0059-0023,CUST-0059,2026-04-13,35259,161197,509531
CONS-0059-0024,CUST-0059,2026-04-05,86003,435596,369019
CONS-0059-0025,CUST-0059,2026-04-03,34397,165342,522791
CONS-0059-0026,CUST-0059,2026-05-04,57309,158697,415236
CONS-0059-0027,CUST-0059,2026-04-20,58104,211116,845474
CONS-0059-0028,CUST-0059,2026-03-03,27418,413084,190205
CONS-0059-0029,CUST-0059,2026-02-19,28565,169218,556462
CONS-0059-0030,CUST-0059,2026-03-01,61192,461634,139047
CONS-0059-0031,CUST-0059,2026-03-25,38413,114174,513004
CONS-0059-0032,CUST-0059,2026-04-15,57107,323252,534810
CONS-0059-0033,CUST-0059,2026-04-16,66768,366069,204904
CONS-0059-0034,CUST-0059,2026-02-14,51900,387506,283226
CONS-0059-0035,CUST-0059,2026-04-06,65738,174004,305295
CONS-0060-0000,CUST-0060,2026-04-01,16981,420579,244480
CONS-0060-0001,CUST-0060,2026-02-24,40805,270208,199374
CONS-0060-0002,CUST-0060,2026-03-07,16932,123382,153981
CONS-0060-0003,CUST-0060,2026-05-10,44764,79547,222846
CONS-0060-0004,CUST-0060,2026-05-02,58610,290863,839171
CONS-0060-0005,CUST-0060,2026-04-13,37048,144350,587849
CONS-0060-0006,CUST-0060,2026-05-01,32299,259912,765025
CONS-0060-0007,CUST-0060,2026-04-03,39256,112465,330336
CONS-0060-0008,CUST-0060,2026-02-26,26387,356842,793685
CONS-0060-0009,CUST-0060,2026-04-01,61051,424953,999546
CONS-0060-0010,CUST-0060,2026-03-08,15433,418477,754211
CONS-0060-0011,CUST-0060,2026-02-20,63278,244046,527579
CONS-0060-0012,CUST-0060,2026-03-23,18094,115945,193555
CONS-0060-0013,CUST-0060,2026-04-22,19567,381764,335037
CONS-0060-0014,CUST-0060,2026-04-12,51268,122639,939465
CONS-0060-0015,CUST-0060,2026-05-03,58963,247611,100877
CONS-0060-0016,CUST-0060,2026-03-24,32610,364730,235569
CONS-0060-0017,CUST-0060,2026-04-04,29714,317588,657668
CONS-0060-0018,CUST-0060,2026-03-25,66138,352304,910618
CONS-0060-0019,CUST-0060,2026-04-06,41237,409340,518803
CONS-0060-0020,CUST-0060,2026-02-14,44478,240805,242508
CONS-0060-0021,CUST-0060,2026-04-27,18887,290429,626486
CONS-0060-0022,CUST-0060,2026-03-18,45728,402029,701312
CONS-0060-0023,CUST-0060,2026-04-13,28116,273829,729421
CONS-0060-0024,CUST-0060,2026-02-26,63020,259413,580187
CONS-0060-0025,CUST-0060,2026-02-21,30913,489158,637086
CONS-0060-0026,CUST-0060,2026-03-24,50915,227010,921696
CONS-0060-0027,CUST-0060,2026-04-24,69240,397258,532840
CONS-0060-0028,CUST-0060,2026-02-19,18321,439106,924997
CONS-0060-0029,CUST-0060,2026-04-21,48923,496874,725754
CONS-0060-0030,CUST-0060,2026-02-10,28881,153592,725864
CONS-0060-0031,CUST-0060,2026-04-09,37713,187246,134842
CONS-0060-0032,CUST-0060,2026-03-19,25872,273076,137422
CONS-0060-0033,CUST-0060,2026-03-30,41351,127721,704310
CONS-0060-0034,CUST-0060,2026-04-23,59825,379986,489854
CONS-0060-0035,CUST-0060,2026-04-28,56229,383389,354504
CONS-0060-0036,CUST-0060,2026-02-24,33851,441899,900369
CONS-0060-0037,CUST-0060,2026-03-11,67743,213750,499195
CONS-0060-0038,CUST-0060,2026-03-21,66517,260120,315173
CONS-0060-0039,CUST-0060,2026-03-16,19973,414241,573671
CONS-0060-0040,CUST-0060,2026-04-01,65642,74197,412832
CONS-0060-0041,CUST-0060,2026-04-12,17948,276296,476158
CONS-0060-0042,CUST-0060,2026-04-22,18696,286651,406302
CONS-0060-0043,CUST-0060,2026-03-14,32279,335569,876160
CONS-0060-0044,CUST-0060,2026-04-23,46543,480488,974262
CONS-0060-0045,CUST-0060,2026-05-01,28583,299893,504676
CONS-0060-0046,CUST-0060,2026-02-19,18706,399380,542134
CONS-0060-0047,CUST-0060,2026-03-02,60089,226250,959957
CONS-0060-0048,CUST-0060,2026-05-05,58235,372375,535620
CONS-0060-0049,CUST-0060,2026-02-21,34170,438909,493907
CONS-0060-0050,CUST-0060,2026-02-27,46937,203857,502336
CONS-0060-0051,CUST-0060,2026-04-08,36951,298040,763553
CONS-0060-0052,CUST-0060,2026-02-14,52769,367126,465605
CONS-0060-0053,CUST-0060,2026-04-04,49333,442528,845918
CONS-0060-0054,CUST-0060,2026-04-29,65884,481207,138093
CONS-0060-0055,CUST-0060,2026-04-03,62403,393812,544287
CONS-0060-0056,CUST-0060,2026-02-19,21005,284169,196533
CONS-0060-0057,CUST-0060,2026-02-11,60833,257791,933158
CONS-0060-0058,CUST-0060,2026-04-26,66987,158223,675588
CONS-0060-0059,CUST-0060,2026-04-11,24120,405214,255684
CONS-0060-0060,CUST-0060,2026-03-21,38424,111755,259338
CONS-0060-0061,CUST-0060,2026-05-03,24363,155408,383678
CONS-0060-0062,CUST-0060,2026-03-08,47037,304734,451337
CONS-0060-0063,CUST-0060,2026-02-19,57259,451152,648770
CONS-0060-0064,CUST-0060,2026-03-12,59114,343727,821341
CONS-0060-0065,CUST-0060,2026-03-15,42644,193299,802162
CONS-0060-0066,CUST-0060,2026-04-30,64109,397962,647616
CONS-0060-0067,CUST-0060,2026-04-11,35285,54475,273134
CONS-0060-0068,CUST-0060,2026-03-26,37412,340946,184248
CONS-0060-0069,CUST-0060,2026-03-24,33119,417514,116132
CONS-0060-0070,CUST-0060,2026-05-01,32236,194272,305684
CONS-0060-0071,CUST-0060,2026-03-01,33555,372661,663236
CONS-0060-0072,CUST-0060,2026-05-01,48633,75550,858346
CONS-0060-0073,CUST-0060,2026-02-23,66008,318960,728444
CONS-0060-0074,CUST-0060,2026-02-16,14032,356822,876319
CONS-0060-0075,CUST-0060,2026-03-08,36849,245323,635186
CONS-0061-0000,CUST-0061,2026-04-09,20931,438494,178796
CONS-0061-0001,CUST-0061,2026-03-23,71372,132435,414803
CONS-0061-0002,CUST-0061,2026-02-28,21951,113130,812569
CONS-0061-0003,CUST-0061,2026-04-01,80922,90935,682452
CONS-0061-0004,CUST-0061,2026-05-01,43650,87123,105054
CONS-0061-0005,CUST-0061,2026-05-03,85687,484809,537964
CONS-0061-0006,CUST-0061,2026-02-19,97783,256207,139655
CONS-0061-0007,CUST-0061,2026-04-13,33654,196285,335747
CONS-0061-0008,CUST-0061,2026-03-22,32140,218050,820236
CONS-0061-0009,CUST-0061,2026-03-27,49309,415421,352636
CONS-0061-0010,CUST-0061,2026-02-27,80317,170713,625073
CONS-0061-0011,CUST-0061,2026-04-14,49107,358114,157583
CONS-0061-0012,CUST-0061,2026-02-23,36007,51981,539445
CONS-0061-0013,CUST-0061,2026-03-10,69390,185237,929610
CONS-0061-0014,CUST-0061,2026-05-01,51236,484909,577136
CONS-0061-0015,CUST-0061,2026-03-03,96488,102491,442376
CONS-0061-0016,CUST-0061,2026-02-10,97018,220294,336950
CONS-0061-0017,CUST-0061,2026-04-06,93256,272188,737944
CONS-0061-0018,CUST-0061,2026-04-12,51074,200513,913006
CONS-0061-0019,CUST-0061,2026-02-25,95327,269002,631927
CONS-0061-0020,CUST-0061,2026-04-09,38963,371649,760290
CONS-0061-0021,CUST-0061,2026-04-04,45251,207041,535027
CONS-0061-0022,CUST-0061,2026-04-10,88023,241299,742899
CONS-0061-0023,CUST-0061,2026-03-26,99128,113690,432838
CONS-0061-0024,CUST-0061,2026-03-27,27636,420817,419101
CONS-0061-0025,CUST-0061,2026-04-07,27647,346627,308743
CONS-0061-0026,CUST-0061,2026-04-17,36298,360891,990149
CONS-0061-0027,CUST-0061,2026-05-02,20449,216951,896173
CONS-0061-0028,CUST-0061,2026-03-22,90779,189372,791286
CONS-0061-0029,CUST-0061,2026-03-27,64055,139372,118352
CONS-0061-0030,CUST-0061,2026-02-26,30375,375204,620546
CONS-0061-0031,CUST-0061,2026-05-08,27684,297859,695563
CONS-0061-0032,CUST-0061,2026-03-19,97437,305963,691159
CONS-0061-0033,CUST-0061,2026-04-15,34234,384589,104182
CONS-0061-0034,CUST-0061,2026-03-06,52724,96191,750052
CONS-0061-0035,CUST-0061,2026-05-09,55392,91821,107960
CONS-0061-0036,CUST-0061,2026-03-01,24671,54018,300575
CONS-0061-0037,CUST-0061,2026-04-29,26705,370357,956809
CONS-0061-0038,CUST-0061,2026-04-04,22338,350111,597986
CONS-0061-0039,CUST-0061,2026-04-26,24617,383939,485793
CONS-0061-0040,CUST-0061,2026-03-06,80419,283366,905506
CONS-0061-0041,CUST-0061,2026-03-28,61874,93894,869974
CONS-0061-0042,CUST-0061,2026-04-12,89764,390748,476481
CONS-0061-0043,CUST-0061,2026-04-24,88927,303352,657437
CONS-0061-0044,CUST-0061,2026-04-22,39910,474284,839022
CONS-0061-0045,CUST-0061,2026-02-24,47090,309121,739143
CONS-0061-0046,CUST-0061,2026-04-04,77482,393929,875322
CONS-0061-0047,CUST-0061,2026-04-19,98612,331367,761977
CONS-0061-0048,CUST-0061,2026-05-10,50982,432201,459248
CONS-0061-0049,CUST-0061,2026-04-28,95369,390988,277416
CONS-0061-0050,CUST-0061,2026-03-24,73521,230083,664677
CONS-0061-0051,CUST-0061,2026-03-05,89800,213273,976850
CONS-0061-0052,CUST-0061,2026-02-21,49322,345361,284481
CONS-0061-0053,CUST-0061,2026-02-28,94921,55582,805972
CONS-0061-0054,CUST-0061,2026-04-06,20549,94113,550265
CONS-0061-0055,CUST-0061,2026-04-25,34299,54565,418152
CONS-0061-0056,CUST-0061,2026-03-18,44227,118120,307117
CONS-0061-0057,CUST-0061,2026-02-14,82135,477326,575799
CONS-0061-0058,CUST-0061,2026-04-25,59691,458125,117577
CONS-0061-0059,CUST-0061,2026-04-26,72712,188847,330288
CONS-0061-0060,CUST-0061,2026-03-07,33764,201128,245420
CONS-0061-0061,CUST-0061,2026-05-01,35182,61404,271609
CONS-0061-0062,CUST-0061,2026-03-31,30569,287606,767611
CONS-0061-0063,CUST-0061,2026-04-08,22822,391704,852061
CONS-0061-0064,CUST-0061,2026-02-14,40570,111943,510772
CONS-0061-0065,CUST-0061,2026-04-16,56037,326330,130788
CONS-0062-0000,CUST-0062,2026-03-01,368,2305,9493
CONS-0062-0001,CUST-0062,2026-02-13,1602,1392,5931
CONS-0062-0002,CUST-0062,2026-02-20,788,5117,8322
CONS-0062-0003,CUST-0062,2026-05-08,716,7355,6124
CONS-0062-0004,CUST-0062,2026-03-12,2158,4698,3287
CONS-0062-0005,CUST-0062,2026-03-05,3352,9789,5921
CONS-0062-0006,CUST-0062,2026-02-18,2716,4422,7493
CONS-0062-0007,CUST-0062,2026-03-29,2478,5331,7009
CONS-0062-0008,CUST-0062,2026-04-20,874,7688,9314
CONS-0062-0009,CUST-0062,2026-02-26,375,9878,3451
CONS-0062-0010,CUST-0062,2026-03-04,3299,7386,6596
CONS-0062-0011,CUST-0062,2026-04-15,2860,3780,4908
CONS-0062-0012,CUST-0062,2026-02-11,2342,9496,4915
CONS-0062-0013,CUST-0062,2026-02-19,382,3992,5433
CONS-0062-0014,CUST-0062,2026-03-30,802,8821,7894
CONS-0062-0015,CUST-0062,2026-03-06,1253,2181,8290
CONS-0062-0016,CUST-0062,2026-04-12,3465,6983,9333
CONS-0062-0017,CUST-0062,2026-03-11,2662,8368,2848
CONS-0062-0018,CUST-0062,2026-03-22,3286,4294,9804
CONS-0062-0019,CUST-0062,2026-05-03,849,9860,4455
CONS-0062-0020,CUST-0062,2026-04-10,2007,9652,1142
CONS-0062-0021,CUST-0062,2026-02-18,458,3321,8704
CONS-0062-0022,CUST-0062,2026-03-21,2876,2038,9374
CONS-0062-0023,CUST-0062,2026-05-06,2848,4451,2698
CONS-0062-0024,CUST-0062,2026-03-11,3492,5074,9973
CONS-0062-0025,CUST-0062,2026-02-22,377,1857,6223
CONS-0062-0026,CUST-0062,2026-05-05,3484,5598,1122
CONS-0062-0027,CUST-0062,2026-03-31,718,4795,5433
CONS-0062-0028,CUST-0062,2026-04-28,1226,1657,3245
CONS-0062-0029,CUST-0062,2026-02-24,1776,3641,7444
CONS-0062-0030,CUST-0062,2026-02-25,2126,2232,4192
CONS-0062-0031,CUST-0062,2026-02-15,3078,6950,7869
CONS-0062-0032,CUST-0062,2026-03-01,1795,7530,6091
CONS-0062-0033,CUST-0062,2026-03-31,1804,4349,4419
CONS-0062-0034,CUST-0062,2026-04-26,2944,6434,8523
CONS-0062-0035,CUST-0062,2026-05-04,1872,7328,8633
CONS-0062-0036,CUST-0062,2026-02-20,2790,6825,6457
CONS-0062-0037,CUST-0062,2026-03-26,2019,3326,4309
CONS-0062-0038,CUST-0062,2026-03-05,1504,7638,6464
CONS-0063-0000,CUST-0063,2026-05-07,6625,27057,49261
CONS-0063-0001,CUST-0063,2026-04-30,19707,22060,98740
CONS-0063-0002,CUST-0063,2026-03-15,6466,27989,52134
CONS-0063-0003,CUST-0063,2026-04-13,16144,33760,15666
CONS-0063-0004,CUST-0063,2026-04-25,13500,23849,38915
CONS-0063-0005,CUST-0063,2026-05-09,16669,48367,82674
CONS-0063-0006,CUST-0063,2026-03-17,14760,17556,18829
CONS-0063-0007,CUST-0063,2026-04-19,18551,47635,55519
CONS-0063-0008,CUST-0063,2026-03-26,18655,10646,70966
CONS-0063-0009,CUST-0063,2026-03-03,14147,21182,89999
CONS-0063-0010,CUST-0063,2026-04-30,13429,15126,64145
CONS-0063-0011,CUST-0063,2026-03-10,14429,41730,37890
CONS-0063-0012,CUST-0063,2026-03-10,12234,17955,61589
CONS-0063-0013,CUST-0063,2026-05-07,9489,17036,85613
CONS-0063-0014,CUST-0063,2026-04-29,8307,47623,75724
CONS-0063-0015,CUST-0063,2026-03-03,7539,16535,55808
CONS-0063-0016,CUST-0063,2026-04-18,6202,13874,11433
CONS-0063-0017,CUST-0063,2026-02-24,5340,45479,40882
CONS-0063-0018,CUST-0063,2026-05-05,7941,40537,19228
CONS-0063-0019,CUST-0063,2026-04-29,9130,41120,61648
CONS-0063-0020,CUST-0063,2026-03-21,10011,45735,53393
CONS-0063-0021,CUST-0063,2026-04-22,18130,27522,68780
CONS-0063-0022,CUST-0063,2026-04-09,6248,45421,45029
CONS-0063-0023,CUST-0063,2026-04-13,6942,28536,20244
CONS-0063-0024,CUST-0063,2026-04-27,12765,39516,73273
CONS-0063-0025,CUST-0063,2026-05-04,15111,44282,34100
CONS-0063-0026,CUST-0063,2026-04-14,16521,41330,75169
CONS-0063-0027,CUST-0063,2026-04-16,11184,19688,38588
CONS-0063-0028,CUST-0063,2026-04-30,15842,22205,67685
CONS-0063-0029,CUST-0063,2026-02-12,9671,49295,25891
CONS-0063-0030,CUST-0063,2026-03-17,10405,23968,47769
CONS-0063-0031,CUST-0063,2026-03-08,13467,17044,50743
CONS-0063-0032,CUST-0063,2026-02-28,12536,25344,60264
CONS-0063-0033,CUST-0063,2026-04-09,13253,15012,71424
CONS-0063-0034,CUST-0063,2026-02-28,11924,28951,96420
CONS-0063-0035,CUST-0063,2026-03-09,16394,48810,39062
CONS-0063-0036,CUST-0063,2026-03-10,17529,46942,48631
CONS-0063-0037,CUST-0063,2026-04-25,19341,10037,36711
CONS-0063-0038,CUST-0063,2026-04-02,13197,20802,47766
CONS-0063-0039,CUST-0063,2026-02-24,14352,14787,56425
CONS-0063-0040,CUST-0063,2026-04-06,10923,14698,64394
CONS-0063-0041,CUST-0063,2026-03-02,15066,27111,67034
CONS-0063-0042,CUST-0063,2026-03-07,10569,17461,22779
CONS-0063-0043,CUST-0063,2026-04-14,6848,17978,97886
CONS-0063-0044,CUST-0063,2026-05-10,18612,29075,80423
CONS-0063-0045,CUST-0063,2026-03-09,10802,44159,91253
CONS-0064-0000,CUST-0064,2026-02-21,1642,8921,8459
CONS-0064-0001,CUST-0064,2026-03-18,1159,7808,6528
CONS-0064-0002,CUST-0064,2026-03-17,3678,5066,2340
CONS-0064-0003,CUST-0064,2026-05-08,4609,4264,8512
CONS-0064-0004,CUST-0064,2026-03-31,912,7222,6900
CONS-0064-0005,CUST-0064,2026-02-20,1788,7290,4359
CONS-0064-0006,CUST-0064,2026-02-19,3023,1852,8075
CONS-0064-0007,CUST-0064,2026-03-19,1703,9873,6977
CONS-0064-0008,CUST-0064,2026-03-24,728,2027,4899
CONS-0064-0009,CUST-0064,2026-02-13,3487,1849,2552
CONS-0064-0010,CUST-0064,2026-03-30,3191,3866,3812
CONS-0064-0011,CUST-0064,2026-04-17,2143,8285,7765
CONS-0064-0012,CUST-0064,2026-03-25,2839,7537,4065
CONS-0064-0013,CUST-0064,2026-04-23,3019,4566,3817
CONS-0064-0014,CUST-0064,2026-05-08,3802,7655,6175
CONS-0064-0015,CUST-0064,2026-04-04,885,5371,3833
CONS-0064-0016,CUST-0064,2026-03-15,3057,6258,9498
CONS-0064-0017,CUST-0064,2026-05-05,3216,9411,5927
CONS-0064-0018,CUST-0064,2026-03-18,4738,2118,7026
CONS-0064-0019,CUST-0064,2026-04-22,1968,4932,4086
CONS-0064-0020,CUST-0064,2026-02-18,1503,9706,1532
CONS-0064-0021,CUST-0064,2026-04-26,2903,3887,6005
CONS-0064-0022,CUST-0064,2026-05-06,1934,6850,1838
CONS-0064-0023,CUST-0064,2026-04-25,1031,4426,5363
CONS-0064-0024,CUST-0064,2026-05-02,2285,2441,5315
CONS-0064-0025,CUST-0064,2026-03-12,4217,9305,2582
CONS-0064-0026,CUST-0064,2026-04-29,3187,9264,5716
CONS-0064-0027,CUST-0064,2026-04-01,3540,1293,9303
CONS-0064-0028,CUST-0064,2026-04-02,3673,9968,3039
CONS-0064-0029,CUST-0064,2026-03-30,4602,4586,4408
CONS-0064-0030,CUST-0064,2026-05-07,4031,4513,4523
CONS-0064-0031,CUST-0064,2026-02-21,3543,4077,3783
CONS-0064-0032,CUST-0064,2026-04-30,4804,1741,3396
CONS-0064-0033,CUST-0064,2026-04-26,626,5214,5902
CONS-0064-0034,CUST-0064,2026-04-06,3896,3336,7399
CONS-0064-0035,CUST-0064,2026-03-04,3713,6341,8679
CONS-0064-0036,CUST-0064,2026-05-03,4779,1317,3697
CONS-0064-0037,CUST-0064,2026-04-29,3542,6725,7889
CONS-0064-0038,CUST-0064,2026-03-05,2800,5634,7026
CONS-0064-0039,CUST-0064,2026-04-14,1691,6211,6771
CONS-0064-0040,CUST-0064,2026-03-15,558,1302,2339
CONS-0065-0000,CUST-0065,2026-05-04,138,870,992
CONS-0065-0001,CUST-0065,2026-03-07,107,347,101
CONS-0065-0002,CUST-0065,2026-02-13,156,695,530
CONS-0065-0003,CUST-0065,2026-02-14,232,982,732
CONS-0065-0004,CUST-0065,2026-05-10,186,798,434
CONS-0065-0005,CUST-0065,2026-04-05,434,918,249
CONS-0065-0006,CUST-0065,2026-03-24,222,495,768
CONS-0065-0007,CUST-0065,2026-04-14,397,928,306
CONS-0065-0008,CUST-0065,2026-04-12,58,186,231
CONS-0065-0009,CUST-0065,2026-05-08,459,217,260
CONS-0065-0010,CUST-0065,2026-02-25,123,333,423
CONS-0065-0011,CUST-0065,2026-02-18,463,605,162
CONS-0065-0012,CUST-0065,2026-04-03,398,406,347
CONS-0065-0013,CUST-0065,2026-02-23,459,766,660
CONS-0065-0014,CUST-0065,2026-04-16,122,466,337
CONS-0065-0015,CUST-0065,2026-03-26,270,845,534
CONS-0065-0016,CUST-0065,2026-04-25,388,924,255
CONS-0065-0017,CUST-0065,2026-03-23,234,167,937
CONS-0065-0018,CUST-0065,2026-05-07,497,227,561
CONS-0065-0019,CUST-0065,2026-02-13,140,731,464
CONS-0065-0020,CUST-0065,2026-03-13,157,644,290
CONS-0065-0021,CUST-0065,2026-05-05,264,649,433
CONS-0065-0022,CUST-0065,2026-04-06,243,678,438
CONS-0065-0023,CUST-0065,2026-04-09,124,931,931
CONS-0065-0024,CUST-0065,2026-02-28,238,446,596
CONS-0065-0025,CUST-0065,2026-04-06,110,437,681
CONS-0065-0026,CUST-0065,2026-04-22,53,745,636
CONS-0065-0027,CUST-0065,2026-04-23,192,281,637
CONS-0065-0028,CUST-0065,2026-02-22,207,450,474
CONS-0065-0029,CUST-0065,2026-04-15,199,562,839
CONS-0065-0030,CUST-0065,2026-02-28,74,210,390
CONS-0065-0031,CUST-0065,2026-05-10,301,232,293
CONS-0065-0032,CUST-0065,2026-05-04,304,919,729
CONS-0065-0033,CUST-0065,2026-03-26,239,755,718
CONS-0065-0034,CUST-0065,2026-04-19,177,414,825
CONS-0065-0035,CUST-0065,2026-04-17,260,735,509
CONS-0065-0036,CUST-0065,2026-03-02,417,672,567
CONS-0065-0037,CUST-0065,2026-03-17,80,497,747
CONS-0065-0038,CUST-0065,2026-02-19,159,711,805
CONS-0065-0039,CUST-0065,2026-02-15,151,683,425
CONS-0065-0040,CUST-0065,2026-03-22,367,191,158
CONS-0066-0000,CUST-0066,2026-04-03,1835,7389,5033
CONS-0066-0001,CUST-0066,2026-02-11,3431,9255,8066
CONS-0066-0002,CUST-0066,2026-04-08,2260,9614,6946
CONS-0066-0003,CUST-0066,2026-02-13,3301,3179,1732
CONS-0066-0004,CUST-0066,2026-04-18,2118,7651,5961
CONS-0066-0005,CUST-0066,2026-04-03,2945,1017,8854
CONS-0066-0006,CUST-0066,2026-03-25,2189,9788,4224
CONS-0066-0007,CUST-0066,2026-02-28,2660,4491,1264
CONS-0066-0008,CUST-0066,2026-04-08,1457,6964,4754
CONS-0066-0009,CUST-0066,2026-03-04,2914,6364,3045
CONS-0066-0010,CUST-0066,2026-02-24,2062,3071,6701
CONS-0066-0011,CUST-0066,2026-05-01,1975,8349,8379
CONS-0066-0012,CUST-0066,2026-05-04,912,6931,5989
CONS-0066-0013,CUST-0066,2026-03-23,650,2161,6990
CONS-0066-0014,CUST-0066,2026-03-16,3168,7593,7881
CONS-0066-0015,CUST-0066,2026-04-10,2279,5586,6545
CONS-0066-0016,CUST-0066,2026-04-28,2259,6630,8758
CONS-0066-0017,CUST-0066,2026-04-15,1519,9814,6939
CONS-0066-0018,CUST-0066,2026-04-20,2228,2172,5838
CONS-0066-0019,CUST-0066,2026-04-29,1866,5199,5462
CONS-0066-0020,CUST-0066,2026-02-15,1841,1329,7546
CONS-0066-0021,CUST-0066,2026-03-16,1287,3878,2605
CONS-0066-0022,CUST-0066,2026-04-30,2971,9455,5982
CONS-0066-0023,CUST-0066,2026-04-06,976,2949,8017
CONS-0066-0024,CUST-0066,2026-05-07,2719,8491,7371
CONS-0066-0025,CUST-0066,2026-03-22,2490,9077,5062
CONS-0066-0026,CUST-0066,2026-04-24,1169,4240,4080
CONS-0066-0027,CUST-0066,2026-04-13,2245,2435,7035
CONS-0066-0028,CUST-0066,2026-04-19,2478,9431,6034
CONS-0066-0029,CUST-0066,2026-04-13,511,7310,7983
CONS-0066-0030,CUST-0066,2026-04-28,735,6683,5126
CONS-0066-0031,CUST-0066,2026-02-17,3299,6587,2910
CONS-0066-0032,CUST-0066,2026-02-21,3224,8239,7208
CONS-0066-0033,CUST-0066,2026-04-11,1393,3305,9747
CONS-0066-0034,CUST-0066,2026-04-26,2853,1064,4495
CONS-0066-0035,CUST-0066,2026-04-24,2435,3637,3288
CONS-0066-0036,CUST-0066,2026-03-13,2310,7193,8500
CONS-0066-0037,CUST-0066,2026-03-24,1484,4098,5478
CONS-0066-0038,CUST-0066,2026-05-08,1689,5062,9317
CONS-0066-0039,CUST-0066,2026-02-22,3359,3970,8261
CONS-0066-0040,CUST-0066,2026-03-24,1661,4933,1573
CONS-0066-0041,CUST-0066,2026-04-07,1225,1128,8087
CONS-0066-0042,CUST-0066,2026-04-08,2532,3339,4859
CONS-0066-0043,CUST-0066,2026-02-14,2798,1159,2899
CONS-0066-0044,CUST-0066,2026-02-25,946,2250,6228
CONS-0066-0045,CUST-0066,2026-02-18,2860,7484,6868
CONS-0066-0046,CUST-0066,2026-05-01,2155,7625,4568
CONS-0066-0047,CUST-0066,2026-03-08,3214,4695,3121
CONS-0066-0048,CUST-0066,2026-03-17,524,4758,7095
CONS-0066-0049,CUST-0066,2026-04-27,1624,5660,2634
CONS-0066-0050,CUST-0066,2026-03-03,1213,7295,9477
CONS-0066-0051,CUST-0066,2026-05-02,740,9830,1794
CONS-0066-0052,CUST-0066,2026-03-28,1579,9386,1745
CONS-0066-0053,CUST-0066,2026-02-23,2048,9720,6051
CONS-0066-0054,CUST-0066,2026-03-13,2205,8146,7029
CONS-0066-0055,CUST-0066,2026-05-03,406,8255,6953
CONS-0066-0056,CUST-0066,2026-02-14,635,7693,2037
CONS-0066-0057,CUST-0066,2026-02-24,1251,6467,8670
CONS-0066-0058,CUST-0066,2026-04-15,1177,7937,8368
CONS-0066-0059,CUST-0066,2026-04-04,2739,2958,2433
CONS-0066-0060,CUST-0066,2026-02-19,531,4620,6083
CONS-0066-0061,CUST-0066,2026-03-11,708,3810,1226
CONS-0066-0062,CUST-0066,2026-03-19,506,9221,6351
CONS-0066-0063,CUST-0066,2026-04-10,3318,6563,6349
CONS-0066-0064,CUST-0066,2026-03-24,413,5638,4476
CONS-0066-0065,CUST-0066,2026-04-08,1722,8202,1437
CONS-0066-0066,CUST-0066,2026-05-04,2096,8001,2050
CONS-0066-0067,CUST-0066,2026-04-03,1088,7178,2238
CONS-0066-0068,CUST-0066,2026-04-17,427,8589,2417
CONS-0066-0069,CUST-0066,2026-04-30,1994,8393,7992
CONS-0066-0070,CUST-0066,2026-04-21,970,4286,5229
CONS-0066-0071,CUST-0066,2026-04-19,2950,5562,8944
CONS-0066-0072,CUST-0066,2026-03-19,1510,5088,9627
CONS-0066-0073,CUST-0066,2026-02-23,576,3020,8287
CONS-0066-0074,CUST-0066,2026-04-22,2081,2170,2246
CONS-0066-0075,CUST-0066,2026-03-07,2466,3721,5284
